direction,point_id,u_R,v_R,u_R_gt,v_R_gt,error_R
north,6,400.97026478332623,629.4859195425825,401,629,0.48682849646890486
north,7,403.97990166550096,582.1479399097902,404,582,0.14929889469912105
north,8,408.9944766753404,548.7848417988923,409,549,0.2152290840457757
north,9,410.9661254290953,525.992481743433,411,526,0.03469885784551961
north,10,510.13314717472485,692.5628468387608,510,692,0.5783811321613758
north,11,490.07301624148715,626.6492469905947,490,626,0.6533399010601191
north,12,476.01797012605437,579.6399751206968,476,580,0.36047307686938396
north,13,467.01322003988935,548.7992093808904,467,549,0.20122535172562772
north,14,459.00324632821776,524.4426597181846,459,525,0.5573497361450727
south,0,360.75020819559023,279.7403031154314,361,281,1.2842243521060168
south,1,349.8252636205225,257.8524418056363,350,259,1.1607853426728576
south,2,334.7767695197273,227.005570717925,335,228,1.0191768464653206
south,3,313.5982803342867,183.2330838591657,314,185,1.8120075437374903
south,4,283.5103020627474,123.36974284682248,284,125,1.7022169236721594
south,5,408.8635172025287,278.6212222083642,409,280,1.3855164209469597
south,6,405.92331848838086,255.14369261858204,406,256,0.8597339040046552
south,7,403.9207188701572,222.06366234698348,404,223,0.9396880854866898
south,8,397.91416262094555,174.0246658662437,398,175,0.9791040435587391
south,9,391.82570310291754,104.38732100333851,392,106,1.6220705763331233
south,10,459.0072010431262,278.94175005657735,459,280,1.0582744435051579
south,11,465.1060372945089,255.99343772432923,465,257,1.012132166582158
south,12,474.00925860855375,223.4950289650316,474,224,0.5050559058058968
south,13,488.0243135637354,177.54160716495036,488,178,0.4590371886964702
south,14,508.1629479446166,110.68201429718852,508,112,1.3280204612393018
west,0,292.5985366956402,450.4751498270194,293,451,0.6607877789618198
west,1,269.7076913294136,459.46968605175806,270,460,0.605538803546022
west,2,237.991998065451,471.62045516617997,238,472,0.3796291767448912
west,3,191.70048537966835,489.2656186882706,192,490,0.7931109120481304
west,4,130.78411370669227,513.2149292825578,131,513,0.3046333667525131
west,5,291.6917594863327,401.947790012353,292,402,0.3126309278941631
west,6,267.8427959892455,402.42311644137885,268,403,0.5979195106406119
west,7,233.67034310888567,402.37808378071384,234,403,0.703884542855117
west,8,185.68140831828353,402.80082644285847,186,404,1.2407730976316378
west,9,117.63299184490904,402.6750271122965,118,404,1.3748629528257017
west,10,292.61827924623014,353.45094119978296,293,354,0.668712419470733
west,11,269.65552459592857,344.88739113794173,270,346,1.1647153231329819
west,12,236.48698706787428,333.1828953922392,237,334,0.9648016420758203
west,13,190.44303168517348,315.5965072583393,191,317,1.5099687346481843
west,14,129.51835685169834,293.34615103723615,130,295,1.7225552281250607
